enter	29	={	8900	4450	550	600	500	600	500	600	500	1750	500	600	500	600	500	600	500	600	500	650	500	1700	500	1700	500	600	500	650	500	1700	500	1700	500	1750	500	1700	500	600	500	1750	500	600	500	1650	550	550	550	600	500	650	500	600	500	1700	500	600	500	1750	500	550	550	1700	500	1750	500	1700	500	};
¡ú	30	={	8950	4400	550	650	500	550	550	600	500	1700	500	650	450	650	500	600	500	550	550	600	500	1700	550	1700	500	600	500	600	500	1700	550	1700	500	1700	500	1700	550	600	500	600	500	600	500	1700	550	600	500	600	500	550	550	600	500	1700	550	1650	550	1700	500	600	550	1650	550	1650	550	1700	550	};
faq	31	={	8950	4450	500	650	500	550	550	600	500	1700	500	650	500	600	500	600	500	600	500	600	500	1750	500	1700	500	600	500	600	500	1700	550	1650	550	1700	500	650	500	1650	550	550	550	1700	500	1700	550	600	500	550	550	600	500	1700	550	550	550	1650	550	600	500	600	550	1650	550	1700	500	1700	550	};
¡ı	32	={	8900	4500	500	550	550	600	500	600	500	1750	500	600	500	600	500	600	500	600	500	650	450	1750	500	1700	500	600	500	650	500	1700	500	1700	500	1750	500	600	500	1700	500	1750	500	600	500	1700	500	600	500	650	450	650	500	1700	500	600	500	600	500	1750	500	600	500	1700	500	1750	500	1700	500	};
show	33	={	8900	4450	550	550	550	550	550	600	500	1700	550	550	550	550	550	600	500	600	500	600	550	1650	550	1700	500	600	550	550	550	1650	550	1700	500	1700	550	1650	550	600	500	600	550	1650	550	1650	550	600	500	600	550	550	550	550	550	1700	500	1700	550	550	550	550	550	1700	500	1700	550	1650	550	};
vol+	34	={	8900	4450	550	600	500	600	500	600	500	1750	450	650	500	600	500	600	500	600	500	600	500	1750	500	1700	500	600	500	600	500	1750	500	1700	500	1750	500	1700	500	1700	500	600	500	1750	500	600	500	600	500	1750	450	650	500	600	500	600	500	1700	500	650	500	1700	500	1700	500	650	450	1750	500	};
page+	35	={	8900	4450	500	650	500	600	500	600	500	1700	500	600	500	650	500	600	500	600	500	600	500	1750	450	1750	500	600	500	600	500	1750	500	1700	500	1700	500	650	450	650	500	1700	500	1700	500	1750	500	600	500	1700	500	600	500	1750	500	1700	500	600	500	650	450	650	500	1700	500	600	500	1750	500	};
fav+	36	={	8950	4450	550	550	550	550	550	600	500	1700	550	550	550	550	550	600	500	600	500	600	550	1650	550	1700	500	600	500	600	550	1650	550	1700	500	1700	550	550	550	550	550	550	550	1700	550	1650	550	550	550	550	550	600	500	1700	550	1650	550	1700	550	550	550	550	550	1650	550	1700	550	1650	550	};
vol-	37	={	8950	4400	550	650	500	600	500	600	500	1650	550	600	500	600	550	600	500	600	500	600	500	1700	500	1700	550	550	550	600	500	1700	550	1650	550	1650	550	600	500	650	500	1650	550	1700	500	1700	550	600	500	600	500	600	500	1700	550	1700	500	600	500	600	500	650	500	1650	550	1650	550	1700	550	};
page-	38	={	8900	4500	500	600	500	600	500	650	500	1700	500	600	500	600	500	650	450	650	500	550	550	1650	550	1750	450	650	500	600	500	1700	500	1750	500	1700	500	1700	500	650	500	1700	500	1650	550	1700	550	600	500	1700	500	600	500	600	500	1750	500	600	500	600	500	600	500	1750	500	600	500	1700	500	};
fav-	39	={	8950	4450	500	600	550	550	550	550	550	1700	500	600	550	550	550	550	550	550	550	550	550	1700	550	1650	550	550	550	600	500	1700	550	1650	550	1700	500	600	550	550	550	550	550	550	550	1700	500	600	550	550	550	550	550	1700	500	1700	550	1650	550	1700	500	600	550	1650	550	1650	550	1700	550	};
